File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-1.2108,-1.4369,-1.2108,-0.2261,-1.4369
op_01 (3 1 1).std.csv,-1.2202,-1.4464,-1.2202,-0.22612,-1.4464
op_02 (3 1 1).std.csv,-1.1397,-1.3658,-1.1397,-0.22609,-1.3658
op_03 (3 1 1).std.csv,-1.2272,-1.4533,-1.2272,-0.22612,-1.4533
op_04 (3 1 1).std.csv,-1.2675,-1.4936,-1.2675,-0.22612,-1.4936
op_05 (3 1 1).std.csv,-1.2219,-1.448,-1.2219,-0.2261,-1.448
op_06 (3 1 1).std.csv,-1.2629,-1.489,-1.2629,-0.22607,-1.489
op_07 (3 1 1).std.csv,-1.2729,-1.499,-1.2729,-0.2261,-1.499
op_08 (3 1 1).std.csv,-1.239,-1.4651,-1.239,-0.22604,-1.4651
op_10 (3 1 1).std.csv,-1.2782,-1.5044,-1.2783,-0.22608,-1.5044
