File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-1.2391,-1.4653,-1.2392,-0.2261,-1.4653
op_001 (3 1 1).std.csv,-1.1401,-1.3662,-1.1401,-0.22612,-1.3662
op_004 (3 1 1).std.csv,-1.2198,-1.4459,-1.2199,-0.22599,-1.4459
op_007 (3 1 1).std.csv,-1.128,-1.3541,-1.128,-0.22609,-1.3541
op_008 (3 1 1).std.csv,-1.1026,-1.3287,-1.1026,-0.2261,-1.3287
op_010 (3 1 1).std.csv,-1.2764,-1.5026,-1.2765,-0.22611,-1.5026
op_011 (3 1 1).std.csv,-1.1776,-1.4038,-1.1776,-0.22611,-1.4038
op_012 (3 1 1).std.csv,-1.2048,-1.4309,-1.2048,-0.22611,-1.4309
op_013 (3 1 1).std.csv,-1.2395,-1.4656,-1.2395,-0.22611,-1.4656
op_014 (3 1 1).std.csv,-1.1897,-1.4158,-1.1898,-0.22606,-1.4158
op_015 (3 1 1).std.csv,-1.2234,-1.4495,-1.2235,-0.22606,-1.4495
op_016 (3 1 1).std.csv,-1.1657,-1.3918,-1.1657,-0.22612,-1.3918
op_017 (3 1 1).std.csv,-1.2506,-1.4767,-1.2506,-0.22612,-1.4767
op_018 (3 1 1).std.csv,-1.0827,-1.3088,-1.0827,-0.22611,-1.3088
op_019 (3 1 1).std.csv,-1.2301,-1.4563,-1.2302,-0.2261,-1.4563
op_020 (3 1 1).std.csv,-1.2575,-1.4836,-1.2575,-0.22611,-1.4836
op_021 (3 1 1).std.csv,-1.2409,-1.467,-1.2409,-0.2261,-1.467
op_022 (3 1 1).std.csv,-1.2043,-1.4304,-1.2043,-0.22611,-1.4304
op_023 (3 1 1).std.csv,-1.2196,-1.4457,-1.2196,-0.22612,-1.4457
op_024 (3 1 1).std.csv,-1.166,-1.3921,-1.166,-0.22611,-1.3921
op_025 (3 1 1).std.csv,-1.1778,-1.404,-1.1779,-0.22606,-1.404
op_026 (3 1 1).std.csv,-1.2058,-1.4319,-1.2058,-0.2261,-1.4319
op_027 (3 1 1).std.csv,-1.2744,-1.5005,-1.2746,-0.22588,-1.5005
op_028 (3 1 1).std.csv,-1.2348,-1.4609,-1.2349,-0.22603,-1.4609
op_029 (3 1 1).std.csv,-1.2226,-1.4488,-1.2227,-0.22609,-1.4488
op_030 (3 1 1).std.csv,-1.2457,-1.4718,-1.2457,-0.22611,-1.4718
op_031 (3 1 1).std.csv,-1.2336,-1.4597,-1.2336,-0.22609,-1.4597
op_032 (3 1 1).std.csv,-1.2585,-1.4846,-1.2585,-0.22611,-1.4846
op_033 (3 1 1).std.csv,-1.2114,-1.4375,-1.2116,-0.2259,-1.4375
op_035 (3 1 1).std.csv,-1.2494,-1.4755,-1.2494,-0.22612,-1.4755
op_036 (3 1 1).std.csv,-1.1988,-1.4249,-1.1988,-0.22611,-1.4249
op_037 (3 1 1).std.csv,-1.2718,-1.4979,-1.2718,-0.22609,-1.4979
op_038 (3 1 1).std.csv,-1.1879,-1.414,-1.1879,-0.22611,-1.414
op_039 (3 1 1).std.csv,-1.2698,-1.496,-1.2699,-0.22611,-1.496
op_040 (3 1 1).std.csv,-1.1151,-1.3412,-1.1151,-0.22612,-1.3412
op_041 (3 1 1).std.csv,-1.1057,-1.3318,-1.1057,-0.22612,-1.3318
op_042 (3 1 1).std.csv,-1.1818,-1.4079,-1.1819,-0.22608,-1.4079
op_043 (3 1 1).std.csv,-1.2398,-1.4659,-1.2398,-0.22611,-1.4659
op_044 (3 1 1).std.csv,-1.1786,-1.4047,-1.1786,-0.22612,-1.4047
op_045 (3 1 1).std.csv,-1.2697,-1.4958,-1.2697,-0.22611,-1.4958
op_046 (3 1 1).std.csv,-1.2079,-1.434,-1.2079,-0.22611,-1.434
op_048 (3 1 1).std.csv,-1.1406,-1.3668,-1.1407,-0.2261,-1.3668
op_049 (3 1 1).std.csv,-1.2302,-1.4563,-1.2302,-0.22609,-1.4563
op_050 (3 1 1).std.csv,-1.2553,-1.4815,-1.2554,-0.22609,-1.4815
op_051 (3 1 1).std.csv,-1.2538,-1.4799,-1.2538,-0.22606,-1.4799
op_052 (3 1 1).std.csv,-1.2771,-1.5032,-1.2771,-0.22611,-1.5032
op_053 (3 1 1).std.csv,-1.187,-1.4131,-1.1871,-0.22607,-1.4131
op_055 (3 1 1).std.csv,-1.1749,-1.4011,-1.1749,-0.22611,-1.4011
op_056 (3 1 1).std.csv,-1.2493,-1.4754,-1.2494,-0.22596,-1.4754
op_058 (3 1 1).std.csv,-1.2594,-1.4855,-1.2594,-0.2261,-1.4855
op_060 (3 1 1).std.csv,-1.2165,-1.4427,-1.2165,-0.22611,-1.4427
op_061 (3 1 1).std.csv,-1.2646,-1.4907,-1.2646,-0.22611,-1.4907
op_062 (3 1 1).std.csv,-1.2074,-1.4335,-1.2074,-0.22612,-1.4335
op_063 (3 1 1).std.csv,-1.1939,-1.42,-1.1939,-0.22612,-1.42
op_064 (3 1 1).std.csv,-1.2632,-1.4893,-1.2633,-0.22609,-1.4893
op_065 (3 1 1).std.csv,-1.1721,-1.3982,-1.1721,-0.22612,-1.3982
op_066 (3 1 1).std.csv,-1.1874,-1.4135,-1.1874,-0.22612,-1.4135
op_067 (3 1 1).std.csv,-1.2134,-1.4395,-1.2134,-0.2261,-1.4395
op_068 (3 1 1).std.csv,-1.2108,-1.4369,-1.2108,-0.2261,-1.4369
op_069 (3 1 1).std.csv,-1.2799,-1.506,-1.28,-0.226,-1.506
op_070 (3 1 1).std.csv,-0.97371,-1.1998,-0.97374,-0.2261,-1.1998
op_071 (3 1 1).std.csv,-1.2106,-1.4368,-1.2107,-0.2261,-1.4368
op_073 (3 1 1).std.csv,-1.2552,-1.4813,-1.2552,-0.22611,-1.4813
op_074 (3 1 1).std.csv,-1.2015,-1.4276,-1.2016,-0.22607,-1.4276
op_075 (3 1 1).std.csv,-1.1516,-1.3777,-1.1516,-0.2261,-1.3777
op_076 (3 1 1).std.csv,-1.2157,-1.4418,-1.2157,-0.22611,-1.4418
op_077 (3 1 1).std.csv,-1.0722,-1.2984,-1.0723,-0.22603,-1.2984
op_078 (3 1 1).std.csv,-1.2825,-1.5086,-1.2825,-0.2261,-1.5086
op_079 (3 1 1).std.csv,-1.2358,-1.4619,-1.2358,-0.22608,-1.4619
op_080 (3 1 1).std.csv,-1.2147,-1.4408,-1.2148,-0.22594,-1.4408
op_081 (3 1 1).std.csv,-1.2621,-1.4882,-1.2621,-0.22611,-1.4882
op_082 (3 1 1).std.csv,-1.0687,-1.2948,-1.0687,-0.22611,-1.2948
op_083 (3 1 1).std.csv,-1.1112,-1.3373,-1.1112,-0.22611,-1.3373
op_084 (3 1 1).std.csv,-1.2261,-1.4522,-1.2261,-0.22608,-1.4522
op_085 (3 1 1).std.csv,-1.2513,-1.4775,-1.2513,-0.22611,-1.4775
op_086 (3 1 1).std.csv,-1.2542,-1.4803,-1.2542,-0.22611,-1.4803
op_087 (3 1 1).std.csv,-1.2327,-1.4589,-1.2328,-0.2261,-1.4589
op_088 (3 1 1).std.csv,-1.0898,-1.316,-1.0898,-0.22611,-1.316
op_089 (3 1 1).std.csv,-1.1602,-1.3863,-1.1602,-0.22611,-1.3863
op_090 (3 1 1).std.csv,-1.1726,-1.3987,-1.1726,-0.22608,-1.3987
op_091 (3 1 1).std.csv,-1.0568,-1.2829,-1.0569,-0.22608,-1.2829
