File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-1.28262,-28.4033,-1.58357,-26.8197,-28.4033
op_01 (3 1 1).std.csv,-1.34738,-28.468,-1.64982,-26.8182,-28.468
op_02 (3 1 1).std.csv,-1.2298,-28.3505,-1.53144,-26.819,-28.3505
op_03 (3 1 1).std.csv,-1.26994,-28.3906,-1.57148,-26.8191,-28.3906
op_04 (3 1 1).std.csv,-1.34813,-28.4688,-1.65075,-26.818,-28.4688
op_06 (3 1 1).std.csv,-1.3005,-28.4212,-1.60156,-26.8196,-28.4212
op_07 (3 1 1).std.csv,-1.33311,-28.4538,-1.63516,-26.8186,-28.4538
op_08 (3 1 1).std.csv,-1.40169,-28.5223,-1.7049,-26.8175,-28.5223
op_09 (3 1 1).std.csv,-1.30151,-28.4222,-1.60341,-26.8188,-28.4222
op_10 (3 1 1).std.csv,-1.32895,-28.4496,-1.63033,-26.8193,-28.4496
op_11 (3 1 1).std.csv,-1.3118,-28.4325,-1.61387,-26.8186,-28.4325
op_12 (3 1 1).std.csv,-1.36342,-28.4841,-1.66446,-26.8196,-28.4841
op_13 (3 1 1).std.csv,-1.32924,-28.4499,-1.63055,-26.8194,-28.4499
op_14 (3 1 1).std.csv,-1.27509,-28.3958,-1.57592,-26.8198,-28.3958
op_15 (3 1 1).std.csv,-1.16609,-28.2868,-1.46684,-26.8199,-28.2868
op_17 (3 1 1).std.csv,-1.17731,-28.298,-1.47814,-26.8198,-28.298
op_18 (3 1 1).std.csv,-1.24196,-28.3626,-1.54414,-26.8185,-28.3626
op_19 (3 1 1).std.csv,-1.20617,-28.3268,-1.5069,-26.8199,-28.3268
op_20 (3 1 1).std.csv,-1.34064,-28.4613,-1.64152,-26.8198,-28.4613
op_21 (3 1 1).std.csv,-1.3224,-28.4431,-1.62439,-26.8187,-28.4431
op_22 (3 1 1).std.csv,-1.37862,-28.4993,-1.68194,-26.8173,-28.4993
op_23 (3 1 1).std.csv,-1.25368,-28.3743,-1.55445,-26.8199,-28.3743
op_24 (3 1 1).std.csv,-1.23771,-28.3584,-1.5413,-26.8171,-28.3584
op_25 (3 1 1).std.csv,-1.36469,-28.4853,-1.66543,-26.8199,-28.4853
op_26 (3 1 1).std.csv,-1.29172,-28.4124,-1.59455,-26.8178,-28.4124
op_27 (3 1 1).std.csv,-1.3459,-28.4666,-1.64685,-26.8197,-28.4666
op_28 (3 1 1).std.csv,-1.30856,-28.4292,-1.61012,-26.8191,-28.4292
op_29 (3 1 1).std.csv,-1.26161,-28.3823,-1.56325,-26.819,-28.3823
op_30 (3 1 1).std.csv,-1.35865,-28.4793,-1.65963,-26.8197,-28.4793
op_31 (3 1 1).std.csv,-1.39636,-28.517,-1.69799,-26.819,-28.517
op_32 (3 1 1).std.csv,-1.32052,-28.4412,-1.62175,-26.8194,-28.4412
op_33 (3 1 1).std.csv,-1.09068,-28.2113,-1.39195,-26.8194,-28.2113
op_34 (3 1 1).std.csv,-1.33493,-28.4556,-1.63697,-26.8186,-28.4556
op_36 (3 1 1).std.csv,-1.32823,-28.4489,-1.62937,-26.8195,-28.4489
op_37 (3 1 1).std.csv,-1.29502,-28.4157,-1.59605,-26.8196,-28.4157
op_38 (3 1 1).std.csv,-1.29592,-28.4166,-1.59691,-26.8197,-28.4166
op_39 (3 1 1).std.csv,-1.37098,-28.4916,-1.67178,-26.8199,-28.4916
op_40 (3 1 1).std.csv,-1.32642,-28.4471,-1.62746,-26.8196,-28.4471
op_41 (3 1 1).std.csv,-1.30226,-28.4229,-1.60328,-26.8196,-28.4229
op_42 (3 1 1).std.csv,-1.3186,-28.4393,-1.61977,-26.8195,-28.4393
op_43 (3 1 1).std.csv,-1.21818,-28.3388,-1.5202,-26.8186,-28.3388
op_44 (3 1 1).std.csv,-1.25448,-28.3751,-1.55532,-26.8198,-28.3751
op_45 (3 1 1).std.csv,-1.20472,-28.3254,-1.50601,-26.8194,-28.3254
op_46 (3 1 1).std.csv,-1.29723,-28.4179,-1.59831,-26.8196,-28.4179
op_47 (3 1 1).std.csv,-1.09296,-28.2136,-1.39375,-26.8199,-28.2136
op_48 (3 1 1).std.csv,-1.19469,-28.3153,-1.49545,-26.8199,-28.3153
op_49 (3 1 1).std.csv,-1.25841,-28.3791,-1.5609,-26.8182,-28.3791
op_50 (3 1 1).std.csv,-1.22841,-28.3491,-1.531,-26.8181,-28.3491
op_51 (3 1 1).std.csv,-1.23288,-28.3535,-1.53726,-26.8163,-28.3535
op_52 (3 1 1).std.csv,-1.33107,-28.4517,-1.6326,-26.8191,-28.4517
op_54 (3 1 1).std.csv,-1.23559,-28.3562,-1.53662,-26.8196,-28.3562
op_55 (3 1 1).std.csv,-1.38016,-28.5008,-1.68236,-26.8185,-28.5008
