File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-1.2223,-1.4485,-1.2224,-0.2261,-1.4485
op_01 (3 1 1).std.csv,-1.1533,-1.3794,-1.1533,-0.22612,-1.3794
op_02 (3 1 1).std.csv,-1.1418,-1.3679,-1.1418,-0.2261,-1.3679
op_03 (3 1 1).std.csv,-1.2175,-1.4437,-1.2176,-0.22608,-1.4437
op_04 (3 1 1).std.csv,-1.215,-1.4412,-1.2151,-0.22606,-1.4412
op_05 (3 1 1).std.csv,-1.2375,-1.4636,-1.2375,-0.22612,-1.4636
op_06 (3 1 1).std.csv,-1.2347,-1.4609,-1.2348,-0.22611,-1.4609
op_07 (3 1 1).std.csv,-1.2038,-1.4299,-1.2038,-0.22612,-1.4299
op_08 (3 1 1).std.csv,-1.2105,-1.4366,-1.2105,-0.2261,-1.4366
op_09 (3 1 1).std.csv,-1.1935,-1.4196,-1.1935,-0.22606,-1.4196
op_10 (3 1 1).std.csv,-1.2561,-1.4822,-1.2561,-0.22611,-1.4822
op_11 (3 1 1).std.csv,-0.99526,-1.2214,-0.99527,-0.22611,-1.2214
op_12 (3 1 1).std.csv,-1.2592,-1.4853,-1.2592,-0.22612,-1.4853
op_13 (3 1 1).std.csv,-1.2201,-1.4462,-1.2202,-0.22606,-1.4462
op_14 (3 1 1).std.csv,-1.2404,-1.4665,-1.2404,-0.22612,-1.4665
op_15 (3 1 1).std.csv,-1.2201,-1.4462,-1.2201,-0.22609,-1.4462
op_16 (3 1 1).std.csv,-1.0841,-1.3103,-1.0842,-0.22611,-1.3103
op_17 (3 1 1).std.csv,-1.2399,-1.466,-1.2399,-0.22609,-1.466
op_18 (3 1 1).std.csv,-1.2357,-1.4619,-1.2358,-0.22608,-1.4619
op_19 (3 1 1).std.csv,-1.2528,-1.4789,-1.2528,-0.22607,-1.4789
op_20 (3 1 1).std.csv,-1.2478,-1.4739,-1.2479,-0.22606,-1.4739
op_21 (3 1 1).std.csv,-1.1983,-1.4245,-1.1983,-0.22611,-1.4245
op_23 (3 1 1).std.csv,-1.2711,-1.4972,-1.2711,-0.2261,-1.4972
op_24 (3 1 1).std.csv,-1.2609,-1.487,-1.2609,-0.22612,-1.487
op_26 (3 1 1).std.csv,-1.2141,-1.4402,-1.2141,-0.2261,-1.4402
op_28 (3 1 1).std.csv,-1.075,-1.3011,-1.075,-0.22611,-1.3011
op_29 (3 1 1).std.csv,-1.2564,-1.4825,-1.2565,-0.22604,-1.4825
op_30 (3 1 1).std.csv,-1.0492,-1.2754,-1.0493,-0.22608,-1.2754
op_31 (3 1 1).std.csv,-1.1222,-1.3483,-1.1222,-0.22611,-1.3483
op_32 (3 1 1).std.csv,-1.2208,-1.4469,-1.2209,-0.22608,-1.4469
op_33 (3 1 1).std.csv,-1.2263,-1.4524,-1.2264,-0.22602,-1.4524
op_34 (3 1 1).std.csv,-1.0973,-1.3234,-1.0974,-0.22607,-1.3234
op_35 (3 1 1).std.csv,-1.2014,-1.4275,-1.2014,-0.22611,-1.4275
op_36 (3 1 1).std.csv,-1.1145,-1.3406,-1.1145,-0.2261,-1.3406
op_37 (3 1 1).std.csv,-1.2325,-1.4586,-1.2326,-0.22601,-1.4586
op_38 (3 1 1).std.csv,-1.2748,-1.501,-1.2749,-0.2261,-1.501
op_39 (3 1 1).std.csv,-1.2494,-1.4755,-1.2494,-0.22611,-1.4755
op_40 (3 1 1).std.csv,-1.2467,-1.4728,-1.2467,-0.2261,-1.4728
op_41 (3 1 1).std.csv,-1.1127,-1.3388,-1.1127,-0.22611,-1.3388
op_42 (3 1 1).std.csv,-1.1831,-1.4093,-1.1833,-0.22597,-1.4093
op_43 (3 1 1).std.csv,-1.0956,-1.3217,-1.0956,-0.22612,-1.3217
op_44 (3 1 1).std.csv,-1.2024,-1.4285,-1.2024,-0.22604,-1.4285
op_45 (3 1 1).std.csv,-1.2655,-1.4916,-1.2655,-0.22611,-1.4916
op_46 (3 1 1).std.csv,-1.2657,-1.4918,-1.2658,-0.22608,-1.4918
op_50 (3 1 1).std.csv,-1.0773,-1.3034,-1.0773,-0.22611,-1.3034
op_52 (3 1 1).std.csv,-1.0985,-1.3246,-1.0985,-0.22612,-1.3246
op_54 (3 1 1).std.csv,-1.1891,-1.4152,-1.1891,-0.22611,-1.4152
