X_s,Y_s,X_p,Y_p,X_d,Y_d,X_f,Y_f,X_sum,Y_sum
-22.2277353433402,0,-22.2277353433402,0,-22.2277353433402,0,-22.2277353433402,0,-22.2277353433402,0
-22.2167583206785,0,-22.2167583206785,0,-22.2167583206785,0,-22.2167583206785,0,-22.2167583206785,0
-21.1410100998276,0.00012443727012152,-20.910492623931,0.00010622769338506,-20.8995156012692,0.000115314106860845,22.8439197057799,0,-21.1410100998276,0.000126136800802004
-21.1300330771659,0.000159544475509016,-20.8995156012692,0.000128892126561649,-20.8885385786075,0.000139155075891039,,,-21.1300330771659,0.000161723490933932
-21.1190560545041,0.000203941123766183,-20.8885385786075,0.000155963827265233,-20.8775615559457,0.000167453827612844,,,-21.1190560545041,0.000206726496641324
-21.1080790318424,0.000259907964086006,-20.8775615559457,0.000188205947141883,-20.866584533284,0.000202359598091188,,,-21.1080790318424,0.00026345771697463
-21.0971020091806,0.00033023728755585,-20.866584533284,0.000229898953693041,-20.8556075106223,0.00024227247542294,,,-21.0971020091806,0.000334747579379938
-21.0861249865189,0.000418335163924666,-20.8556075106223,0.000276196859911786,-20.8446304879605,0.00028925893749454,,,-21.0861249865189,0.000424048672788376
-21.0751479638571,0.000528341076134146,-20.8446304879605,0.000330939947089193,-20.8336534652988,0.000344409989873623,,,-21.0751479638571,0.000535557016083431
-21.0641709411954,0.000665267217580882,-20.8336534652988,0.000395487712505193,-20.822676442637,0.000408954351869935,,,-21.0641709411954,0.000674353257847554
-21.0531939185337,0.000835159858173777,-20.822676442637,0.000471383995430261,-20.8116994199753,0.000484270551214612,,,-21.0531939185337,0.000846566246313671
-21.0422168958719,0.00104528529878486,-20.8116994199753,0.000560375905901159,-20.8007223973135,0.000572760869836329,,,-21.0422168958719,0.00105956152353174
-21.0312398732102,0.00130434300892764,-20.8007223973135,0.000666153846097021,-20.7897453746518,0.000675446372963644,,,-21.0312398732102,0.00132215737402406
-21.0202628505484,0.00168385465064477,-20.7897453746518,0.000789890208930929,-20.7787683519901,0.000793561063188445,,,-21.0202628505484,0.00170731922842958
-21.0092858278867,0.00215230725809709,-20.7787683519901,0.0009321408135337,-20.7677913293283,0.000930627266071059,,,-21.0092858278867,0.00218280129495266
-20.9983088052249,0.0026676133550863,-20.7677913293283,0.00109923552719494,-20.7568143066666,0.00108834378457341,,,-20.9983088052249,0.00270545288530782
-20.9873317825632,0.00329659452314643,-20.7568143066666,0.00129283314990004,-20.7458372840048,0.00126869955176284,,,-20.9873317825632,0.00334341281182351
-20.9763547599015,0.00406193715495612,-20.7458372840048,0.0015146400914053,-20.7348602613431,0.00147507421252286,,,-20.9763547599015,0.0041196969489024
-20.9653777372397,0.00499030269324811,-20.7348602613431,0.00177012562687484,-20.7238832386813,0.00171055657982736,,,-20.9653777372397,0.00506135486861478
-20.954400714578,0.00623380091271455,-20.7238832386813,0.00206363780792676,-20.7129062160196,0.00197986801788932,,,-20.954400714578,0.00632466961708778
-20.9434236919162,0.00762115029511884,-20.7129062160196,0.00240350068435091,-20.7019291933578,0.00228427911549665,,,-20.9434236919162,0.00773250566066952
-20.9324466692545,0.00929045337599889,-20.7019291933578,0.00278889324726039,-20.6909521706961,0.00262877491464403,,,-20.9324466692545,0.00942653233713541
-20.9214696465927,0.0112928617022581,-20.6909521706961,0.00322836487239364,-20.6799751480344,0.00301756085297042,,,-20.9214696465927,0.0114586892322225
-20.910492623931,0.0136874901641223,-20.6799751480344,0.00372824461073259,-20.6689981253726,0.00345512977479997,,,-20.910492623931,0.0138890068089528
-20.8995156012692,0.016542394865175,-20.6689981253726,0.00429541697110417,-20.6580211027109,0.00394626151979735,,,-20.8995156012692,0.0167866010985975
-20.8885385786075,0.0199356222910281,-20.6580211027109,0.00493734612458622,-20.6470440800491,0.00449774007166507,,,-20.8885385786075,0.0202307411941843
-20.8775615559457,0.0239563259417056,-20.6470440800491,0.00566632617061531,-20.6360670573874,0.00511195083320249,,,-20.8775615559457,0.0243119857164604
-20.866584533284,0.0288248095807674,-20.6360670573874,0.00648378097828639,-20.6250900347256,0.00579586574684686,,,-20.866584533284,0.0292570681325517
-20.8556075106223,0.0344518332063935,-20.6250900347256,0.00740238656481107,-20.6141130120639,0.0065553791139562,,,-20.8556075106223,0.0349703025417283
-20.8446304879605,0.0410613451606898,-20.6141130120639,0.00843219625018652,-20.6031359894022,0.0073966296259756,,,-20.8446304879605,0.0416815440452736
-20.8336534652988,0.0488013603567535,-20.6031359894022,0.00958394020176197,-20.5921589667404,0.00832795357068128,,,-20.8336534652988,0.0495412580591323
-20.822676442637,0.0578377864077047,-20.5921589667404,0.0108738039784832,-20.5811819440787,0.00935252776287299,,,-20.822676442637,0.0587181247550049
-20.8116994199753,0.0683558246865957,-20.5811819440787,0.0123056932826353,-20.5702049214169,0.0104786561235595,,,-20.8116994199753,0.0694004711437115
-20.8007223973135,0.0806206008005014,-20.5702049214169,0.0138961757786617,-20.5592278987552,0.0117132599141194,,,-20.8007223973135,0.0818595155164347
-20.7897453746518,0.094817344736005,-20.5592278987552,0.0156588020980126,-20.5482508760934,0.0130633789260714,,,-20.7897453746518,0.0962826813178996
-20.7787683519901,0.111142669662831,-20.5482508760934,0.0176078047904349,-20.5372738534317,0.0145369746130781,,,-20.7787683519901,0.112868371539554
-20.7677913293283,0.129979221292574,-20.5372738534317,0.0197604319290231,-20.52629683077,0.0161405440897362,,,-20.7677913293283,0.13200908408584
-20.7568143066666,0.151588321983396,-20.52629683077,0.0221306437430029,-20.5153198081082,0.0178805924737106,,,-20.7568143066666,0.153969498917869
-20.7458372840048,0.176245548996173,-20.5153198081082,0.0247322246592856,-20.5043427854465,0.0197648724893288,,,-20.7458372840048,0.179028888639341
-20.7348602613431,0.204357019980865,-20.5043427854465,0.0275838876934454,-20.4933657627847,0.0218004528974302,,,-20.7348602613431,0.207602219820263
-20.7238832386813,0.236311425892338,-20.4933657627847,0.0307029762840338,-20.482388740123,0.0239942722423371,,,-20.7238832386813,0.240085620280092
-20.7129062160196,0.272645217024238,-20.482388740123,0.0341073269791032,-20.4714117174612,0.0263547918615128,,,-20.7129062160196,0.277028585726478
-20.7019291933578,0.313600835239038,-20.4714117174612,0.0378196584946157,-20.4604346947995,0.028885621021984,,,-20.7019291933578,0.318674007601795
-20.6909521706961,0.359747653483059,-20.4604346947995,0.0418509696163721,-20.4494576721377,0.0315943626672729,,,-20.6909521706961,0.365604793270097
-20.6799751480344,0.411590967845609,-20.4494576721377,0.0462237172970216,-20.438480649476,0.0344892430733296,,,-20.6799751480344,0.418336773309312
