X_s,Y_s,X_p,Y_p,X_d,Y_d,X_f,Y_f,X_sum,Y_sum
-22.2211186233459,0,-22.2211186233459,0,-22.2211186233459,0,-22.2211186233459,0,-22.2211186233459,0
-22.2101413075413,0,-22.2101413075413,0,-22.2101413075413,0,-22.2101413075413,0,-22.2101413075413,0
-21.1343643586887,0.00012426127295806,-20.9148180425964,0.000103043764138778,-20.8928634109871,0.000105650763291212,22.8846720178292,0,-21.1343643586887,0.000125973943998974
-21.1233870428841,0.000159320939436519,-20.9038407267918,0.000125309743250071,-20.8818860951825,0.000127625972602001,,,-21.1233870428841,0.000161516831629546
-21.1124097270795,0.000203658054542038,-20.8928634109871,0.000151960473749221,-20.8709087793779,0.000153738698909669,,,-21.1124097270795,0.000206465037312774
-21.1014324112749,0.000259550574844766,-20.8818860951825,0.000183764367280409,-20.8599314635733,0.000184674644696034,,,-21.1014324112749,0.000263127914289368
-21.0904550954703,0.00032978740952843,-20.8709087793779,0.000221604743865691,-20.8489541477687,0.000221214471583889,,,-21.0904550954703,0.000334332810782674
-21.0794777796656,0.000417770547770251,-20.8599314635733,0.000266493199022952,-20.837976831964,0.000265878078171228,,,-21.0794777796656,0.000423528604982127
-21.068500463861,0.000527634567026849,-20.8489541477687,0.000319583832766043,-20.8269995161594,0.000316857452435855,,,-21.068500463861,0.000534906860490616
-21.0575231480564,0.000664385785344465,-20.837976831964,0.000385910003963269,-20.8160222003548,0.00037657305649623,,,-21.0575231480564,0.000673542896546268
-21.0465458322518,0.00083406346186543,-20.8269995161594,0.000460563165560815,-20.8050448845502,0.000446995883392668,,,-21.0465458322518,0.000845559210326849
-21.0355685164472,0.001043925563231,-20.8160222003548,0.000548167201523556,-20.7940675687456,0.000528400127627708,,,-21.0355685164472,0.00105831380373791
-21.0245912006426,0.00142465048188484,-20.8050448845502,0.00065236986574713,-20.783090252941,0.000623504367413086,,,-21.0245912006426,0.00144547467163294
-21.0136138848379,0.00177704306406163,-20.7940675687456,0.000772439432263981,-20.7721129371363,0.000733122436146194,,,-21.0136138848379,0.00180305954305002
-21.0026365690333,0.00221009471368035,-20.783090252941,0.000913596230944694,-20.7611356213317,0.000859693162059695,,,-21.0026365690333,0.0022425039247923
-20.9916592532287,0.00274061431695555,-20.7721129371363,0.00107614001695731,-20.7501583055271,0.00100612301867758,,,-20.9916592532287,0.00278087016426874
-20.9806819374241,0.00338851856321279,-20.7611356213317,0.00126426211647556,-20.7391809897225,0.00117428914824014,,,-20.9806819374241,0.00343837613325588
-20.9697046216195,0.00417731811560836,-20.7501583055271,0.00148313242301611,-20.7282036739179,0.00136694604018483,,,-20.9697046216195,0.00423888907620994
-20.9587273058149,0.00513466128728034,-20.7391809897225,0.00173523474684255,-20.7172263581133,0.00158625491826579,,,-20.9587273058149,0.00521047792283554
-20.9477499900102,0.00635361683197618,-20.7282036739179,0.00202474738869801,-20.7062490423086,0.00183593209449066,,,-20.9477499900102,0.00644821575120644
-20.9367726742056,0.00782859028940364,-20.7172263581133,0.00235478558691543,-20.695271726504,0.00211937657526328,,,-20.9367726742056,0.00794591603308013
-20.925795358401,0.00954709149822747,-20.7062490423086,0.00273165927873925,-20.6842944106994,0.00244101824507497,,,-20.925795358401,0.00969051555900543
-20.9148180425964,0.0116093309047929,-20.695271726504,0.0031608464095977,-20.6733170948948,0.00280344915217032,,,-20.9148180425964,0.0117841647101089
-20.9038407267918,0.0140764648254409,-20.6842944106994,0.00365069245873161,-20.6623397790902,0.00321222835692786,,,-20.9038407267918,0.0142889876710923
-20.8928634109871,0.0170189230404236,-20.6733170948948,0.00420349107018035,-20.6513624632856,0.00367049365844368,,,-20.8928634109871,0.017276534277464
-20.8818860951825,0.0205174990012224,-20.6623397790902,0.00483011394170187,-20.6403851474809,0.00418356403901743,,,-20.8818860951825,0.0208288893411048
-20.8709087793779,0.0246645098405975,-20.6513624632856,0.00553449701717373,-20.6294078316763,0.00475641482710178,,,-20.8709087793779,0.0250398532833728
-20.8599314635733,0.0295650197501606,-20.6403851474809,0.00632624741725712,-20.6184305158717,0.00539512847686945,,,-20.8599314635733,0.0300161875938795
