File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-1.271,-1.4971,-1.271,-0.22611,-1.4971
op_001 (3 1 1).std.csv,-1.2034,-1.4295,-1.2034,-0.22609,-1.4295
op_002 (3 1 1).std.csv,-1.2332,-1.4593,-1.2332,-0.22604,-1.4593
op_003 (3 1 1).std.csv,-1.141,-1.3671,-1.141,-0.22611,-1.3671
op_004 (3 1 1).std.csv,-1.1717,-1.3979,-1.1718,-0.22611,-1.3979
op_005 (3 1 1).std.csv,-1.0347,-1.2609,-1.0348,-0.2261,-1.2609
op_006 (3 1 1).std.csv,-1.2074,-1.4335,-1.2074,-0.22612,-1.4335
op_007 (3 1 1).std.csv,-1.1346,-1.3607,-1.1346,-0.22608,-1.3607
op_008 (3 1 1).std.csv,-1.0008,-1.2269,-1.0008,-0.22612,-1.2269
op_009 (3 1 1).std.csv,-1.1722,-1.3983,-1.1722,-0.22611,-1.3983
op_010 (3 1 1).std.csv,-1.1548,-1.3809,-1.1548,-0.22608,-1.3809
op_011 (3 1 1).std.csv,-1.2193,-1.4454,-1.2193,-0.22609,-1.4454
op_012 (3 1 1).std.csv,-1.224,-1.4501,-1.224,-0.2261,-1.4501
op_013 (3 1 1).std.csv,-1.0906,-1.3167,-1.0906,-0.22608,-1.3167
op_014 (3 1 1).std.csv,-1.2227,-1.4489,-1.2228,-0.22606,-1.4489
op_015 (3 1 1).std.csv,-1.2605,-1.4867,-1.2606,-0.2261,-1.4867
op_016 (3 1 1).std.csv,-1.1182,-1.3443,-1.1182,-0.2261,-1.3443
op_017 (3 1 1).std.csv,-1.207,-1.4331,-1.207,-0.22611,-1.4331
op_018 (3 1 1).std.csv,-1.2815,-1.5076,-1.2816,-0.22608,-1.5076
op_019 (3 1 1).std.csv,-1.2465,-1.4726,-1.2465,-0.2261,-1.4726
op_020 (3 1 1).std.csv,-1.1868,-1.4129,-1.1869,-0.22605,-1.4129
op_021 (3 1 1).std.csv,-1.1608,-1.387,-1.1609,-0.22609,-1.387
op_022 (3 1 1).std.csv,-1.1702,-1.3963,-1.1702,-0.22609,-1.3963
op_023 (3 1 1).std.csv,-1.1077,-1.3338,-1.1077,-0.22612,-1.3338
op_024 (3 1 1).std.csv,-1.2477,-1.4738,-1.2477,-0.22611,-1.4738
op_025 (3 1 1).std.csv,-1.1642,-1.3903,-1.1642,-0.22607,-1.3903
op_026 (3 1 1).std.csv,-1.1442,-1.3703,-1.1442,-0.22612,-1.3703
op_027 (3 1 1).std.csv,-1.2429,-1.469,-1.2429,-0.22612,-1.469
op_028 (3 1 1).std.csv,-1.1372,-1.3633,-1.1372,-0.22609,-1.3633
op_029 (3 1 1).std.csv,-1.1906,-1.4167,-1.1906,-0.2261,-1.4167
op_030 (3 1 1).std.csv,-1.1378,-1.3639,-1.1378,-0.22612,-1.3639
op_031 (3 1 1).std.csv,-1.2636,-1.4898,-1.2637,-0.22611,-1.4898
op_032 (3 1 1).std.csv,-1.1952,-1.4213,-1.1952,-0.22612,-1.4213
op_033 (3 1 1).std.csv,-1.2174,-1.4435,-1.2174,-0.2261,-1.4435
op_034 (3 1 1).std.csv,-1.2035,-1.4296,-1.2035,-0.22609,-1.4296
op_035 (3 1 1).std.csv,-1.1959,-1.422,-1.1959,-0.22608,-1.422
op_036 (3 1 1).std.csv,-1.0744,-1.3005,-1.0744,-0.22611,-1.3005
op_037 (3 1 1).std.csv,-1.2271,-1.4533,-1.2302,-0.22303,-1.4533
op_038 (3 1 1).std.csv,-1.0293,-1.2555,-1.0294,-0.22607,-1.2555
op_039 (3 1 1).std.csv,-1.1453,-1.3714,-1.1453,-0.22608,-1.3714
op_040 (3 1 1).std.csv,-1.2334,-1.4596,-1.2335,-0.2261,-1.4596
op_041 (3 1 1).std.csv,-1.2377,-1.4638,-1.2378,-0.22605,-1.4638
op_042 (3 1 1).std.csv,-1.2085,-1.4347,-1.2086,-0.2261,-1.4347
op_043 (3 1 1).std.csv,-1.2031,-1.4292,-1.2031,-0.2261,-1.4292
op_044 (3 1 1).std.csv,-0.89822,-1.1243,-0.89823,-0.22611,-1.1243
op_045 (3 1 1).std.csv,-1.1965,-1.4226,-1.1966,-0.22607,-1.4226
op_046 (3 1 1).std.csv,-1.2102,-1.4364,-1.2102,-0.22612,-1.4364
op_047 (3 1 1).std.csv,-1.2403,-1.4664,-1.2403,-0.2261,-1.4664
op_048 (3 1 1).std.csv,-1.1932,-1.4193,-1.1932,-0.22607,-1.4193
op_049 (3 1 1).std.csv,-1.2606,-1.4867,-1.2606,-0.22607,-1.4867
op_050 (3 1 1).std.csv,-1.2046,-1.4307,-1.2046,-0.22612,-1.4307
op_051 (3 1 1).std.csv,-1.2578,-1.4839,-1.258,-0.2259,-1.4839
