File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-1.25225,-28.3729,-1.55359,-26.8193,-28.3729
op_001 (3 1 1).std.csv,-1.36764,-28.4883,-1.6686,-26.8197,-28.4883
op_004 (3 1 1).std.csv,-1.39864,-28.5193,-1.69972,-26.8196,-28.5193
op_007 (3 1 1).std.csv,-1.3184,-28.4391,-1.62013,-26.8189,-28.4391
op_008 (3 1 1).std.csv,-1.29878,-28.4194,-1.60094,-26.8185,-28.4194
op_010 (3 1 1).std.csv,-1.30757,-28.4282,-1.60925,-26.819,-28.4282
op_011 (3 1 1).std.csv,-1.16803,-28.2887,-1.46888,-26.8198,-28.2887
op_012 (3 1 1).std.csv,-1.29436,-28.415,-1.59563,-26.8194,-28.415
op_013 (3 1 1).std.csv,-1.38628,-28.5069,-1.68712,-26.8198,-28.5069
op_014 (3 1 1).std.csv,-1.3508,-28.4715,-1.65404,-26.8174,-28.4715
op_015 (3 1 1).std.csv,-1.17469,-28.2954,-1.47754,-26.8178,-28.2954
op_016 (3 1 1).std.csv,-1.36611,-28.4868,-1.66741,-26.8194,-28.4868
op_017 (3 1 1).std.csv,-1.34289,-28.4636,-1.64364,-26.8199,-28.4636
op_018 (3 1 1).std.csv,-1.37418,-28.4948,-1.68064,-26.8142,-28.4948
op_019 (3 1 1).std.csv,-1.28673,-28.4074,-1.58883,-26.8186,-28.4074
op_020 (3 1 1).std.csv,-1.2112,-28.3319,-1.51215,-26.8197,-28.3319
op_021 (3 1 1).std.csv,-1.20936,-28.33,-1.51446,-26.8156,-28.33
op_022 (3 1 1).std.csv,-1.30853,-28.4292,-1.60981,-26.8194,-28.4292
op_023 (3 1 1).std.csv,-1.34083,-28.4615,-1.64185,-26.8196,-28.4615
op_024 (3 1 1).std.csv,-1.17728,-28.2979,-1.47838,-26.8196,-28.2979
op_025 (3 1 1).std.csv,-1.35986,-28.4805,-1.66526,-26.8153,-28.4805
op_026 (3 1 1).std.csv,-1.29204,-28.4127,-1.59313,-26.8196,-28.4127
op_027 (3 1 1).std.csv,-1.3239,-28.4446,-1.62595,-26.8186,-28.4446
op_028 (3 1 1).std.csv,-1.34907,-28.4697,-1.65036,-26.8194,-28.4697
op_029 (3 1 1).std.csv,-1.28968,-28.4103,-1.59054,-26.8198,-28.4103
op_030 (3 1 1).std.csv,-1.37411,-28.4948,-1.67747,-26.8173,-28.4948
op_031 (3 1 1).std.csv,-1.31079,-28.4315,-1.61161,-26.8198,-28.4315
op_032 (3 1 1).std.csv,-1.32194,-28.4426,-1.62291,-26.8197,-28.4426
op_033 (3 1 1).std.csv,-1.22321,-28.3439,-1.52545,-26.8184,-28.3439
op_035 (3 1 1).std.csv,-1.28094,-28.4016,-1.58171,-26.8199,-28.4016
op_036 (3 1 1).std.csv,-1.33867,-28.4593,-1.64007,-26.8193,-28.4593
op_037 (3 1 1).std.csv,-1.30164,-28.4223,-1.60452,-26.8178,-28.4223
op_038 (3 1 1).std.csv,-1.31386,-28.4345,-1.61464,-26.8199,-28.4345
op_039 (3 1 1).std.csv,-1.18058,-28.3012,-1.48154,-26.8197,-28.3012
op_040 (3 1 1).std.csv,-1.32651,-28.4472,-1.62751,-26.8197,-28.4472
op_041 (3 1 1).std.csv,-1.30552,-28.4262,-1.61324,-26.8129,-28.4262
op_042 (3 1 1).std.csv,-1.23662,-28.3573,-1.53738,-26.8199,-28.3573
op_043 (3 1 1).std.csv,-1.32167,-28.4423,-1.62287,-26.8195,-28.4423
op_044 (3 1 1).std.csv,-1.27459,-28.3953,-1.57571,-26.8195,-28.3953
op_045 (3 1 1).std.csv,-1.35987,-28.4805,-1.66186,-26.8187,-28.4805
op_046 (3 1 1).std.csv,-1.25315,-28.3738,-1.55445,-26.8194,-28.3738
op_048 (3 1 1).std.csv,-1.30821,-28.4289,-1.60997,-26.8189,-28.4289
op_049 (3 1 1).std.csv,-1.15993,-28.2806,-1.46206,-26.8185,-28.2806
op_050 (3 1 1).std.csv,-1.32806,-28.4487,-1.62909,-26.8196,-28.4487
op_051 (3 1 1).std.csv,-1.34089,-28.4615,-1.64345,-26.8181,-28.4615
op_052 (3 1 1).std.csv,-1.34321,-28.4639,-1.64396,-26.8199,-28.4639
op_053 (3 1 1).std.csv,-1.34849,-28.4692,-1.64928,-26.8199,-28.4692
op_055 (3 1 1).std.csv,-1.32178,-28.4424,-1.62255,-26.8199,-28.4424
op_056 (3 1 1).std.csv,-1.29004,-28.4107,-1.59137,-26.8193,-28.4107
op_058 (3 1 1).std.csv,-1.18113,-28.3018,-1.48225,-26.8195,-28.3018
op_060 (3 1 1).std.csv,-1.27846,-28.3991,-1.58086,-26.8183,-28.3991
op_061 (3 1 1).std.csv,-1.20332,-28.324,-1.50437,-26.8196,-28.324
op_062 (3 1 1).std.csv,-1.34878,-28.4694,-1.64986,-26.8196,-28.4694
op_063 (3 1 1).std.csv,-1.32883,-28.4495,-1.62959,-26.8199,-28.4495
op_064 (3 1 1).std.csv,-1.32877,-28.4494,-1.63003,-26.8194,-28.4494
op_065 (3 1 1).std.csv,-1.33812,-28.4588,-1.63894,-26.8198,-28.4588
op_066 (3 1 1).std.csv,-1.12234,-28.243,-1.42403,-26.819,-28.243
op_067 (3 1 1).std.csv,-1.33408,-28.4547,-1.63507,-26.8197,-28.4547
op_068 (3 1 1).std.csv,-1.3744,-28.4951,-1.67546,-26.8196,-28.4951
op_069 (3 1 1).std.csv,-1.35055,-28.4712,-1.6518,-26.8194,-28.4712
op_070 (3 1 1).std.csv,-1.30974,-28.4304,-1.61054,-26.8199,-28.4304
op_071 (3 1 1).std.csv,-1.30169,-28.4223,-1.60311,-26.8192,-28.4223
op_073 (3 1 1).std.csv,-1.18279,-28.3035,-1.48363,-26.8198,-28.3035
op_074 (3 1 1).std.csv,-1.32039,-28.4411,-1.62234,-26.8187,-28.4411
op_075 (3 1 1).std.csv,-1.34264,-28.4633,-1.64362,-26.8197,-28.4633
op_076 (3 1 1).std.csv,-1.30804,-28.4287,-1.61167,-26.817,-28.4287
op_077 (3 1 1).std.csv,-1.33715,-28.4578,-1.638,-26.8198,-28.4578
op_078 (3 1 1).std.csv,-1.33804,-28.4587,-1.63904,-26.8197,-28.4587
op_079 (3 1 1).std.csv,-1.21346,-28.3341,-1.51425,-26.8199,-28.3341
op_080 (3 1 1).std.csv,-1.32285,-28.4435,-1.62397,-26.8195,-28.4435
op_081 (3 1 1).std.csv,-1.22768,-28.3483,-1.52886,-26.8195,-28.3483
op_082 (3 1 1).std.csv,-1.22763,-28.3483,-1.52895,-26.8193,-28.3483
op_083 (3 1 1).std.csv,-1.34384,-28.4645,-1.6452,-26.8193,-28.4645
op_084 (3 1 1).std.csv,-1.16877,-28.2894,-1.47095,-26.8185,-28.2894
op_085 (3 1 1).std.csv,-1.29188,-28.4125,-1.59339,-26.8191,-28.4125
