File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-1.30775,-28.4284,-1.60856,-26.8198,-28.4284
op_001 (3 1 1).std.csv,-1.26662,-28.3873,-1.5706,-26.8167,-28.3873
op_002 (3 1 1).std.csv,-1.24291,-28.3636,-1.54432,-26.8193,-28.3636
op_003 (3 1 1).std.csv,-1.20013,-28.3208,-1.50221,-26.8186,-28.3208
op_004 (3 1 1).std.csv,-1.39082,-28.5115,-1.69187,-26.8196,-28.5115
op_005 (3 1 1).std.csv,-1.31294,-28.4336,-1.61481,-26.8188,-28.4336
op_006 (3 1 1).std.csv,-1.39378,-28.5144,-1.69474,-26.8197,-28.5144
op_007 (3 1 1).std.csv,-1.31324,-28.4339,-1.61521,-26.8187,-28.4339
op_008 (3 1 1).std.csv,-1.22401,-28.3447,-1.52539,-26.8193,-28.3447
op_009 (3 1 1).std.csv,-1.28982,-28.4105,-1.59254,-26.8179,-28.4105
op_010 (3 1 1).std.csv,-1.27358,-28.3942,-1.57446,-26.8198,-28.3942
op_011 (3 1 1).std.csv,-1.35326,-28.4739,-1.65409,-26.8198,-28.4739
op_012 (3 1 1).std.csv,-1.35815,-28.4788,-1.659,-26.8198,-28.4788
op_014 (3 1 1).std.csv,-1.34465,-28.4653,-1.64551,-26.8198,-28.4653
op_015 (3 1 1).std.csv,-1.28934,-28.41,-1.59074,-26.8193,-28.41
op_016 (3 1 1).std.csv,-1.37861,-28.4993,-1.68032,-26.819,-28.4993
op_017 (3 1 1).std.csv,-1.29989,-28.4206,-1.60103,-26.8195,-28.4206
op_018 (3 1 1).std.csv,-1.25449,-28.3751,-1.55542,-26.8197,-28.3751
op_019 (3 1 1).std.csv,-1.27691,-28.3976,-1.5784,-26.8192,-28.3976
op_021 (3 1 1).std.csv,-1.36061,-28.4813,-1.66144,-26.8198,-28.4813
op_024 (3 1 1).std.csv,-1.30854,-28.4292,-1.60989,-26.8193,-28.4292
op_027 (3 1 1).std.csv,-1.16374,-28.2844,-1.46461,-26.8198,-28.2844
op_029 (3 1 1).std.csv,-1.2238,-28.3445,-1.53455,-26.8099,-28.3445
op_030 (3 1 1).std.csv,-1.39609,-28.5167,-1.69781,-26.8189,-28.5167
