File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-1.28145,-28.4021,-1.58304,-26.8191,-28.4021
op_01 (3 1 1).std.csv,-1.16258,-28.2832,-1.46749,-26.8158,-28.2832
op_02 (3 1 1).std.csv,-1.36829,-28.489,-1.66922,-26.8197,-28.489
op_03 (3 1 1).std.csv,-1.33564,-28.4563,-1.63737,-26.8189,-28.4563
op_04 (3 1 1).std.csv,-1.3812,-28.5019,-1.68257,-26.8193,-28.5019
op_05 (3 1 1).std.csv,-1.3402,-28.4609,-1.64165,-26.8192,-28.4609
op_06 (3 1 1).std.csv,-1.17046,-28.2911,-1.47148,-26.8196,-28.2911
op_07 (3 1 1).std.csv,-1.33324,-28.4539,-1.6341,-26.8198,-28.4539
op_08 (3 1 1).std.csv,-1.16585,-28.2865,-1.46661,-26.8199,-28.2865
op_10 (3 1 1).std.csv,-1.1364,-28.2571,-1.43722,-26.8198,-28.2571
