File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-1.1936,-1.4198,-1.1937,-0.22611,-1.4198
op_001 (3 1 1).std.csv,-1.1895,-1.4156,-1.1895,-0.22609,-1.4156
op_002 (3 1 1).std.csv,-1.1846,-1.4107,-1.1846,-0.22612,-1.4107
op_003 (3 1 1).std.csv,-1.0671,-1.2932,-1.0671,-0.2261,-1.2932
op_004 (3 1 1).std.csv,-1.2486,-1.4747,-1.2486,-0.2261,-1.4747
op_005 (3 1 1).std.csv,-1.2346,-1.4608,-1.2346,-0.22611,-1.4608
op_006 (3 1 1).std.csv,-0.98854,-1.2147,-0.98857,-0.2261,-1.2147
op_007 (3 1 1).std.csv,-1.0953,-1.3214,-1.0953,-0.22611,-1.3214
op_008 (3 1 1).std.csv,-1.2226,-1.4487,-1.2226,-0.22611,-1.4487
op_009 (3 1 1).std.csv,-1.076,-1.3021,-1.076,-0.2261,-1.3021
op_010 (3 1 1).std.csv,-1.2722,-1.4983,-1.2722,-0.22611,-1.4983
op_011 (3 1 1).std.csv,-1.2546,-1.4807,-1.2546,-0.22611,-1.4807
op_012 (3 1 1).std.csv,-1.2331,-1.4593,-1.2331,-0.2261,-1.4593
op_013 (3 1 1).std.csv,-1.1738,-1.3999,-1.1738,-0.22609,-1.3999
op_014 (3 1 1).std.csv,-1.1756,-1.4018,-1.1757,-0.2261,-1.4018
op_015 (3 1 1).std.csv,-1.1903,-1.4164,-1.1903,-0.22612,-1.4164
op_016 (3 1 1).std.csv,-1.1828,-1.4089,-1.1828,-0.22611,-1.4089
op_017 (3 1 1).std.csv,-1.2594,-1.4855,-1.2594,-0.22612,-1.4855
op_018 (3 1 1).std.csv,-1.1965,-1.4226,-1.1965,-0.22611,-1.4226
op_019 (3 1 1).std.csv,-1.1661,-1.3922,-1.1661,-0.22606,-1.3922
op_020 (3 1 1).std.csv,-1.161,-1.3871,-1.161,-0.22612,-1.3871
op_021 (3 1 1).std.csv,-1.1878,-1.4139,-1.1878,-0.2261,-1.4139
op_022 (3 1 1).std.csv,-1.2094,-1.4356,-1.2095,-0.2261,-1.4356
op_023 (3 1 1).std.csv,-1.2777,-1.5038,-1.2777,-0.22611,-1.5038
op_024 (3 1 1).std.csv,-1.2532,-1.4793,-1.2532,-0.22612,-1.4793
op_025 (3 1 1).std.csv,-1.099,-1.3251,-1.099,-0.22609,-1.3251
op_026 (3 1 1).std.csv,-1.2521,-1.4782,-1.2521,-0.22611,-1.4782
op_027 (3 1 1).std.csv,-1.2808,-1.507,-1.2809,-0.22611,-1.507
op_028 (3 1 1).std.csv,-1.2327,-1.4588,-1.2327,-0.22611,-1.4588
op_029 (3 1 1).std.csv,-1.1975,-1.4237,-1.1976,-0.22611,-1.4237
op_030 (3 1 1).std.csv,-1.0754,-1.3016,-1.0755,-0.22611,-1.3016
op_031 (3 1 1).std.csv,-1.104,-1.3301,-1.1041,-0.22602,-1.3301
op_032 (3 1 1).std.csv,-1.1709,-1.3971,-1.171,-0.2261,-1.3971
op_033 (3 1 1).std.csv,-1.247,-1.4731,-1.247,-0.22611,-1.4731
op_034 (3 1 1).std.csv,-1.1905,-1.4166,-1.1906,-0.22605,-1.4166
op_035 (3 1 1).std.csv,-1.1172,-1.3433,-1.1172,-0.22612,-1.3433
op_036 (3 1 1).std.csv,-1.2593,-1.4855,-1.2594,-0.2261,-1.4855
op_037 (3 1 1).std.csv,-1.1984,-1.4245,-1.1984,-0.22609,-1.4245
op_038 (3 1 1).std.csv,-1.2475,-1.4736,-1.2475,-0.22612,-1.4736
op_039 (3 1 1).std.csv,-1.2026,-1.4287,-1.2026,-0.22611,-1.4287
op_040 (3 1 1).std.csv,-1.0519,-1.2781,-1.052,-0.2261,-1.2781
op_041 (3 1 1).std.csv,-1.2293,-1.4554,-1.2293,-0.22608,-1.4554
op_042 (3 1 1).std.csv,-1.2484,-1.4746,-1.2484,-0.22612,-1.4746
op_043 (3 1 1).std.csv,-1.1462,-1.3723,-1.1463,-0.22601,-1.3723
op_044 (3 1 1).std.csv,-1.2112,-1.4373,-1.2112,-0.22609,-1.4373
op_045 (3 1 1).std.csv,-1.1713,-1.3974,-1.1713,-0.22612,-1.3974
op_046 (3 1 1).std.csv,-1.0645,-1.2906,-1.0645,-0.2261,-1.2906
op_047 (3 1 1).std.csv,-1.2492,-1.4753,-1.2492,-0.22608,-1.4753
op_048 (3 1 1).std.csv,-1.1962,-1.4223,-1.1962,-0.2261,-1.4223
op_049 (3 1 1).std.csv,-1.1396,-1.3658,-1.1396,-0.22612,-1.3658
op_050 (3 1 1).std.csv,-1.2564,-1.4826,-1.2564,-0.22611,-1.4826
op_051 (3 1 1).std.csv,-1.1132,-1.3393,-1.1132,-0.22611,-1.3393
op_052 (3 1 1).std.csv,-1.2687,-1.4948,-1.2688,-0.22604,-1.4948
op_053 (3 1 1).std.csv,-1.2345,-1.4606,-1.2345,-0.22611,-1.4606
op_054 (3 1 1).std.csv,-1.2009,-1.4271,-1.2009,-0.22611,-1.4271
op_055 (3 1 1).std.csv,-1.1742,-1.4003,-1.1742,-0.2261,-1.4003
op_056 (3 1 1).std.csv,-1.1716,-1.3977,-1.1717,-0.22606,-1.3977
op_057 (3 1 1).std.csv,-1.2079,-1.434,-1.2079,-0.22606,-1.434
op_058 (3 1 1).std.csv,-1.1479,-1.374,-1.148,-0.22609,-1.374
op_059 (3 1 1).std.csv,-1.2774,-1.5035,-1.2774,-0.22612,-1.5035
op_060 (3 1 1).std.csv,-1.1867,-1.4128,-1.1867,-0.22606,-1.4128
op_061 (3 1 1).std.csv,-1.2688,-1.4949,-1.2688,-0.22611,-1.4949
op_062 (3 1 1).std.csv,-1.2451,-1.4712,-1.2451,-0.22612,-1.4712
op_063 (3 1 1).std.csv,-1.19,-1.4161,-1.19,-0.22606,-1.4161
op_064 (3 1 1).std.csv,-1.2634,-1.4895,-1.2634,-0.22611,-1.4895
op_065 (3 1 1).std.csv,-1.0832,-1.3093,-1.0832,-0.22608,-1.3093
op_066 (3 1 1).std.csv,-1.1729,-1.3991,-1.1729,-0.22612,-1.3991
op_067 (3 1 1).std.csv,-1.2049,-1.431,-1.2049,-0.2261,-1.431
op_068 (3 1 1).std.csv,-1.1909,-1.4171,-1.1909,-0.22611,-1.4171
op_069 (3 1 1).std.csv,-1.193,-1.4191,-1.193,-0.2261,-1.4191
op_070 (3 1 1).std.csv,-1.2309,-1.457,-1.2309,-0.22608,-1.457
op_071 (3 1 1).std.csv,-1.2222,-1.4484,-1.2223,-0.22605,-1.4484
op_072 (3 1 1).std.csv,-1.114,-1.3402,-1.114,-0.22612,-1.3402
op_073 (3 1 1).std.csv,-1.1938,-1.4199,-1.1938,-0.22609,-1.4199
op_074 (3 1 1).std.csv,-1.3827,-1.6088,-1.3828,-0.22605,-1.6088
op_075 (3 1 1).std.csv,-1.1219,-1.348,-1.1219,-0.22611,-1.348
op_076 (3 1 1).std.csv,-1.131,-1.3571,-1.131,-0.22608,-1.3571
op_077 (3 1 1).std.csv,-1.1089,-1.335,-1.1089,-0.22609,-1.335
op_078 (3 1 1).std.csv,-1.1493,-1.3754,-1.1494,-0.22604,-1.3754
op_079 (3 1 1).std.csv,-1.1852,-1.4114,-1.1853,-0.22606,-1.4114
op_080 (3 1 1).std.csv,-1.1461,-1.3723,-1.1462,-0.22609,-1.3723
op_081 (3 1 1).std.csv,-1.1001,-1.3262,-1.1001,-0.2261,-1.3262
op_082 (3 1 1).std.csv,-1.2104,-1.4365,-1.2104,-0.22612,-1.4365
op_083 (3 1 1).std.csv,-1.2492,-1.4753,-1.2492,-0.22611,-1.4753
op_084 (3 1 1).std.csv,-1.2555,-1.4816,-1.2556,-0.22602,-1.4816
op_085 (3 1 1).std.csv,-1.2409,-1.4671,-1.241,-0.2261,-1.4671
op_086 (3 1 1).std.csv,-1.252,-1.4781,-1.252,-0.2261,-1.4781
op_087 (3 1 1).std.csv,-1.1965,-1.4227,-1.1966,-0.22612,-1.4227
op_088 (3 1 1).std.csv,-1.1575,-1.3836,-1.1575,-0.22612,-1.3836
