File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-1.0686,-1.2947,-1.0686,-0.22612,-1.2947
op_01 (3 1 1).std.csv,-1.1894,-1.4155,-1.1894,-0.22608,-1.4155
op_02 (3 1 1).std.csv,-1.2154,-1.4416,-1.2155,-0.22611,-1.4416
op_03 (3 1 1).std.csv,-1.2356,-1.4617,-1.2356,-0.22609,-1.4617
op_04 (3 1 1).std.csv,-1.0854,-1.3116,-1.0855,-0.2261,-1.3116
op_06 (3 1 1).std.csv,-1.2376,-1.4638,-1.2376,-0.22612,-1.4638
op_07 (3 1 1).std.csv,-1.0342,-1.2603,-1.0342,-0.22611,-1.2603
op_08 (3 1 1).std.csv,-1.2595,-1.4857,-1.2597,-0.22593,-1.4857
op_09 (3 1 1).std.csv,-1.1175,-1.3436,-1.1176,-0.226,-1.3436
op_10 (3 1 1).std.csv,-1.1857,-1.4118,-1.1858,-0.22607,-1.4118
op_11 (3 1 1).std.csv,-1.2233,-1.4495,-1.2234,-0.22611,-1.4495
op_12 (3 1 1).std.csv,-1.2533,-1.4795,-1.2534,-0.22608,-1.4795
op_13 (3 1 1).std.csv,-1.2081,-1.4343,-1.2082,-0.2261,-1.4343
op_14 (3 1 1).std.csv,-1.1376,-1.3637,-1.1376,-0.22612,-1.3637
op_15 (3 1 1).std.csv,-1.0832,-1.3093,-1.0832,-0.22611,-1.3093
op_17 (3 1 1).std.csv,-1.2522,-1.4783,-1.2522,-0.22611,-1.4783
op_18 (3 1 1).std.csv,-1.2049,-1.4311,-1.205,-0.22611,-1.4311
op_19 (3 1 1).std.csv,-1.2173,-1.4434,-1.2173,-0.22611,-1.4434
op_20 (3 1 1).std.csv,-1.1978,-1.4239,-1.1978,-0.2261,-1.4239
op_21 (3 1 1).std.csv,-1.2318,-1.4579,-1.2318,-0.22612,-1.4579
op_22 (3 1 1).std.csv,-1.1487,-1.3749,-1.1487,-0.22612,-1.3749
op_23 (3 1 1).std.csv,-1.2792,-1.5054,-1.2793,-0.22608,-1.5054
op_24 (3 1 1).std.csv,-1.202,-1.4281,-1.202,-0.22609,-1.4281
op_25 (3 1 1).std.csv,-1.2688,-1.4949,-1.2688,-0.22608,-1.4949
op_26 (3 1 1).std.csv,-1.2333,-1.4594,-1.2333,-0.22611,-1.4594
op_27 (3 1 1).std.csv,-1.1878,-1.4139,-1.1878,-0.22604,-1.4139
op_28 (3 1 1).std.csv,-1.2837,-1.5098,-1.2837,-0.22612,-1.5098
op_29 (3 1 1).std.csv,-1.2383,-1.4644,-1.2383,-0.22611,-1.4644
op_30 (3 1 1).std.csv,-1.2141,-1.4402,-1.2142,-0.226,-1.4402
op_31 (3 1 1).std.csv,-1.1246,-1.3507,-1.1246,-0.22609,-1.3507
op_32 (3 1 1).std.csv,-1.2526,-1.4787,-1.2526,-0.22607,-1.4787
op_33 (3 1 1).std.csv,-1.2122,-1.4384,-1.2123,-0.22611,-1.4384
op_34 (3 1 1).std.csv,-1.2335,-1.4596,-1.2335,-0.22611,-1.4596
op_36 (3 1 1).std.csv,-1.2739,-1.5,-1.2739,-0.2261,-1.5
op_37 (3 1 1).std.csv,-1.2536,-1.4798,-1.2537,-0.2261,-1.4798
op_38 (3 1 1).std.csv,-1.2286,-1.4548,-1.2286,-0.22612,-1.4548
op_39 (3 1 1).std.csv,-1.2063,-1.4325,-1.2064,-0.2261,-1.4325
op_40 (3 1 1).std.csv,-1.283,-1.5092,-1.283,-0.22612,-1.5092
op_41 (3 1 1).std.csv,-1.0722,-1.2983,-1.0722,-0.22612,-1.2983
op_42 (3 1 1).std.csv,-1.2099,-1.4361,-1.21,-0.2261,-1.4361
op_43 (3 1 1).std.csv,-1.2781,-1.5043,-1.2782,-0.22606,-1.5043
op_44 (3 1 1).std.csv,-1.0387,-1.2648,-1.0387,-0.2261,-1.2648
op_45 (3 1 1).std.csv,-1.2535,-1.4796,-1.2535,-0.22612,-1.4796
op_46 (3 1 1).std.csv,-1.2449,-1.471,-1.2449,-0.22612,-1.471
op_47 (3 1 1).std.csv,-1.264,-1.4901,-1.264,-0.22612,-1.4901
op_48 (3 1 1).std.csv,-1.2263,-1.4524,-1.2263,-0.2261,-1.4524
op_49 (3 1 1).std.csv,-1.211,-1.4371,-1.211,-0.22611,-1.4371
op_50 (3 1 1).std.csv,-1.269,-1.4951,-1.269,-0.22611,-1.4951
op_51 (3 1 1).std.csv,-1.1869,-1.413,-1.1871,-0.22591,-1.413
op_52 (3 1 1).std.csv,-1.277,-1.5031,-1.2772,-0.22591,-1.5031
op_54 (3 1 1).std.csv,-1.234,-1.4601,-1.234,-0.2261,-1.4601
op_55 (3 1 1).std.csv,-1.2404,-1.4665,-1.2404,-0.22609,-1.4665
