File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-1.2724,-28.3931,-1.57317,-26.8199,-28.3931
op_001 (3 1 1).std.csv,-1.15784,-28.2785,-1.45861,-26.8199,-28.2785
op_002 (3 1 1).std.csv,-1.34269,-28.4634,-1.64385,-26.8195,-28.4634
op_003 (3 1 1).std.csv,-1.2512,-28.3719,-1.55268,-26.8192,-28.3719
op_004 (3 1 1).std.csv,-1.17366,-28.2943,-1.47883,-26.8155,-28.2943
op_005 (3 1 1).std.csv,-1.28822,-28.4089,-1.58897,-26.8199,-28.4089
op_006 (3 1 1).std.csv,-1.13344,-28.2541,-1.43456,-26.8195,-28.2541
op_007 (3 1 1).std.csv,-1.31918,-28.4398,-1.61995,-26.8199,-28.4398
op_008 (3 1 1).std.csv,-1.17006,-28.2907,-1.4709,-26.8198,-28.2907
op_009 (3 1 1).std.csv,-1.34522,-28.4659,-1.64737,-26.8185,-28.4659
op_010 (3 1 1).std.csv,-1.25311,-28.3738,-1.55434,-26.8194,-28.3738
op_011 (3 1 1).std.csv,-1.26251,-28.3832,-1.5633,-26.8199,-28.3832
op_012 (3 1 1).std.csv,-1.36252,-28.4832,-1.66338,-26.8198,-28.4832
op_013 (3 1 1).std.csv,-1.35625,-28.4769,-1.65759,-26.8193,-28.4769
op_014 (3 1 1).std.csv,-1.1636,-28.2843,-1.46443,-26.8198,-28.2843
op_015 (3 1 1).std.csv,-1.34312,-28.4638,-1.64389,-26.8199,-28.4638
op_016 (3 1 1).std.csv,-1.20979,-28.3305,-1.51099,-26.8195,-28.3305
op_017 (3 1 1).std.csv,-1.35691,-28.4776,-1.65787,-26.8197,-28.4776
op_018 (3 1 1).std.csv,-1.30038,-28.421,-1.60157,-26.8195,-28.421
op_019 (3 1 1).std.csv,-1.36051,-28.4812,-1.66129,-26.8199,-28.4812
op_020 (3 1 1).std.csv,-1.34411,-28.4648,-1.64584,-26.8189,-28.4648
op_021 (3 1 1).std.csv,-1.36472,-28.4854,-1.66564,-26.8197,-28.4854
op_022 (3 1 1).std.csv,-1.31042,-28.4311,-1.61144,-26.8196,-28.4311
op_023 (3 1 1).std.csv,-1.33279,-28.4535,-1.63432,-26.8191,-28.4535
op_024 (3 1 1).std.csv,-1.33652,-28.4572,-1.63756,-26.8196,-28.4572
op_025 (3 1 1).std.csv,-1.24217,-28.3628,-1.54298,-26.8199,-28.3628
op_026 (3 1 1).std.csv,-1.17523,-28.2959,-1.4763,-26.8196,-28.2959
op_027 (3 1 1).std.csv,-1.2058,-28.3265,-1.50862,-26.8178,-28.3265
op_028 (3 1 1).std.csv,-1.22477,-28.3454,-1.52617,-26.8193,-28.3454
op_029 (3 1 1).std.csv,-1.38099,-28.5016,-1.68181,-26.8198,-28.5016
op_030 (3 1 1).std.csv,-1.27959,-28.4003,-1.58098,-26.8193,-28.4003
op_031 (3 1 1).std.csv,-1.29974,-28.4204,-1.60077,-26.8196,-28.4204
op_032 (3 1 1).std.csv,-1.32036,-28.441,-1.62112,-26.8199,-28.441
op_033 (3 1 1).std.csv,-1.24365,-28.3643,-1.54481,-26.8195,-28.3643
op_034 (3 1 1).std.csv,-1.33695,-28.4576,-1.63827,-26.8193,-28.4576
op_035 (3 1 1).std.csv,-1.13856,-28.2592,-1.43964,-26.8196,-28.2592
op_036 (3 1 1).std.csv,-1.34484,-28.4655,-1.64681,-26.8187,-28.4655
op_037 (3 1 1).std.csv,-1.28516,-28.4058,-1.58642,-26.8194,-28.4058
op_038 (3 1 1).std.csv,-1.28849,-28.4091,-1.58933,-26.8198,-28.4091
op_039 (3 1 1).std.csv,-1.1034,-28.2241,-1.40467,-26.8194,-28.2241
op_040 (3 1 1).std.csv,-1.08125,-28.2019,-1.3821,-26.8198,-28.2019
op_041 (3 1 1).std.csv,-1.39138,-28.512,-1.69229,-26.8198,-28.512
op_042 (3 1 1).std.csv,-1.33211,-28.4528,-1.6342,-26.8186,-28.4528
op_043 (3 1 1).std.csv,-1.29844,-28.4191,-1.60164,-26.8175,-28.4191
op_044 (3 1 1).std.csv,-1.3013,-28.422,-1.60448,-26.8175,-28.422
op_045 (3 1 1).std.csv,-1.33801,-28.4587,-1.64024,-26.8184,-28.4587
op_046 (3 1 1).std.csv,-1.27743,-28.3981,-1.5784,-26.8197,-28.3981
op_047 (3 1 1).std.csv,-1.39851,-28.5192,-1.69947,-26.8197,-28.5192
op_048 (3 1 1).std.csv,-1.34132,-28.462,-1.64233,-26.8196,-28.462
op_049 (3 1 1).std.csv,-1.27181,-28.3925,-1.57267,-26.8198,-28.3925
op_050 (3 1 1).std.csv,-1.34375,-28.4644,-1.64485,-26.8196,-28.4644
op_051 (3 1 1).std.csv,-1.24371,-28.3644,-1.54518,-26.8192,-28.3644
op_052 (3 1 1).std.csv,-1.36944,-28.4901,-1.67052,-26.8196,-28.4901
op_053 (3 1 1).std.csv,-1.30048,-28.4211,-1.60201,-26.8191,-28.4211
op_054 (3 1 1).std.csv,-1.15823,-28.2789,-1.45923,-26.8197,-28.2789
op_055 (3 1 1).std.csv,-1.28214,-28.4028,-1.584,-26.8188,-28.4028
op_056 (3 1 1).std.csv,-1.41199,-28.5327,-1.71343,-26.8192,-28.5327
op_057 (3 1 1).std.csv,-1.3344,-28.4551,-1.63583,-26.8192,-28.4551
op_058 (3 1 1).std.csv,-1.27087,-28.3915,-1.57274,-26.8188,-28.3915
op_059 (3 1 1).std.csv,-1.12986,-28.2505,-1.4328,-26.8177,-28.2505
op_060 (3 1 1).std.csv,-1.21532,-28.336,-1.51625,-26.8197,-28.336
op_061 (3 1 1).std.csv,-1.34095,-28.4616,-1.6421,-26.8195,-28.4616
op_062 (3 1 1).std.csv,-1.26062,-28.3813,-1.56157,-26.8197,-28.3813
op_063 (3 1 1).std.csv,-1.28926,-28.4099,-1.59025,-26.8197,-28.4099
op_064 (3 1 1).std.csv,-1.37964,-28.5003,-1.68074,-26.8196,-28.5003
op_065 (3 1 1).std.csv,-1.39901,-28.5197,-1.69985,-26.8198,-28.5197
op_066 (3 1 1).std.csv,-1.29641,-28.4171,-1.59724,-26.8198,-28.4171
op_067 (3 1 1).std.csv,-1.31883,-28.4395,-1.62279,-26.8167,-28.4395
op_068 (3 1 1).std.csv,-1.2361,-28.3568,-1.53749,-26.8193,-28.3568
op_069 (3 1 1).std.csv,-1.27175,-28.3924,-1.57255,-26.8199,-28.3924
op_070 (3 1 1).std.csv,-1.20467,-28.3253,-1.50576,-26.8196,-28.3253
op_071 (3 1 1).std.csv,-1.35672,-28.4774,-1.65895,-26.8184,-28.4774
op_072 (3 1 1).std.csv,-1.17402,-28.2947,-1.47478,-26.8199,-28.2947
op_073 (3 1 1).std.csv,-1.38209,-28.5028,-1.68552,-26.8172,-28.5028
op_074 (3 1 1).std.csv,-1.13853,-28.2592,-1.43937,-26.8198,-28.2592
op_075 (3 1 1).std.csv,-1.3214,-28.4421,-1.62279,-26.8193,-28.4421
op_076 (3 1 1).std.csv,-1.33707,-28.4577,-1.63856,-26.8192,-28.4577
op_077 (3 1 1).std.csv,-1.34875,-28.4694,-1.65019,-26.8192,-28.4694
op_078 (3 1 1).std.csv,-1.1496,-28.2703,-1.45091,-26.8194,-28.2703
op_079 (3 1 1).std.csv,-1.27961,-28.4003,-1.58085,-26.8194,-28.4003
op_080 (3 1 1).std.csv,-1.31008,-28.4307,-1.61143,-26.8193,-28.4307
op_081 (3 1 1).std.csv,-1.33895,-28.4596,-1.63987,-26.8197,-28.4596
op_082 (3 1 1).std.csv,-1.15385,-28.2745,-1.45496,-26.8196,-28.2745
op_083 (3 1 1).std.csv,-1.34338,-28.464,-1.64446,-26.8196,-28.464
op_084 (3 1 1).std.csv,-1.27271,-28.3934,-1.57447,-26.8189,-28.3934
op_085 (3 1 1).std.csv,-1.33106,-28.4517,-1.6321,-26.8196,-28.4517
op_086 (3 1 1).std.csv,-1.23351,-28.3542,-1.53435,-26.8198,-28.3542
op_087 (3 1 1).std.csv,-1.3024,-28.4231,-1.60321,-26.8199,-28.4231
op_088 (3 1 1).std.csv,-1.00766,-28.1283,-1.30861,-26.8197,-28.1283
op_089 (3 1 1).std.csv,-1.23667,-28.3573,-1.53767,-26.8197,-28.3573
op_090 (3 1 1).std.csv,-1.1883,-28.309,-1.49236,-26.8166,-28.309
op_091 (3 1 1).std.csv,-1.35007,-28.4707,-1.65085,-26.8199,-28.4707
op_092 (3 1 1).std.csv,-1.32414,-28.4448,-1.62503,-26.8198,-28.4448
op_093 (3 1 1).std.csv,-1.36321,-28.4839,-1.66445,-26.8194,-28.4839
op_094 (3 1 1).std.csv,-1.33028,-28.4509,-1.63121,-26.8197,-28.4509
op_095 (3 1 1).std.csv,-1.32519,-28.4459,-1.62609,-26.8198,-28.4459
op_096 (3 1 1).std.csv,-1.39788,-28.5185,-1.6988,-26.8197,-28.5185
op_097 (3 1 1).std.csv,-1.33087,-28.4515,-1.63181,-26.8197,-28.4515
op_098 (3 1 1).std.csv,-1.31786,-28.4385,-1.61869,-26.8198,-28.4385
op_099 (3 1 1).std.csv,-1.27698,-28.3976,-1.5779,-26.8198,-28.3976
op_100 (3 1 1).std.csv,-1.22313,-28.3438,-1.52411,-26.8197,-28.3438
op_101 (3 1 1).std.csv,-1.40264,-28.5233,-1.70554,-26.8178,-28.5233
op_102 (3 1 1).std.csv,-1.34299,-28.4637,-1.64595,-26.8177,-28.4637
op_103 (3 1 1).std.csv,-1.30285,-28.4235,-1.60365,-26.8199,-28.4235
op_104 (3 1 1).std.csv,-1.3943,-28.515,-1.69519,-26.8198,-28.515
op_105 (3 1 1).std.csv,-1.18249,-28.3032,-1.48332,-26.8198,-28.3032
op_106 (3 1 1).std.csv,-1.3789,-28.4996,-1.6833,-26.8163,-28.4996
op_107 (3 1 1).std.csv,-1.32988,-28.4505,-1.63068,-26.8199,-28.4505
op_108 (3 1 1).std.csv,-1.32008,-28.4407,-1.62083,-26.8199,-28.4407
